fips,state_id,name,latitude,longitude
17005,IL,Bond County,42.304727,-89.902075
17007,IL,Boone County,38.989909,-89.731195
17009,IL,Brown County,42.304727,-89.902075
17011,IL,Bureau County,41.289965,-89.365727
17013,IL,Calhoun County,38.650281,-88.084704
17015,IL,Carroll County,42.207474,-88.569693
17017,IL,Cass County,42.304727,-89.902075
17019,IL,Champaign County,42.304727,-89.902075
17021,IL,Christian County,42.304727,-89.902075
17023,IL,Clark County,42.304727,-89.902075
17025,IL,Clay County,37.35947,-88.492459
17027,IL,Clinton County,40.148596,-88.975243
17029,IL,Coles County,42.309306,-89.902228
17031,IL,Cook County,42.304727,-89.902075
17033,IL,Crawford County,41.539287,-87.713383
17035,IL,Cumberland County,42.304727,-89.902075
17037,IL,DeKalb County,41.934174,-88.749941
17039,IL,De Witt County,40.224447,-88.814498
17041,IL,Douglas County,38.424624,-89.964472
17043,IL,DuPage County,42.304727,-89.902075
17045,IL,Edgar County,42.304727,-89.902075
17047,IL,Edwards County,40.748809,-89.754685
17049,IL,Effingham County,42.304727,-89.902075
17051,IL,Fayette County,42.304727,-89.902075
17053,IL,Ford County,38.834601,-89.910384
17055,IL,Franklin County,41.841144,-89.298048
17057,IL,Fulton County,41.862853,-90.145549
17059,IL,Gallatin County,42.327424,-88.870049
17061,IL,Greene County,42.395385,-87.996698
17063,IL,Grundy County,42.304727,-89.902075
17065,IL,Hamilton County,42.304727,-89.902075
17067,IL,Hancock County,42.304727,-89.902075
17069,IL,Hardin County,39.157592,-90.619031
17071,IL,Henderson County,40.918663,-90.294471
17073,IL,Henry County,41.104149,-89.368139
17075,IL,Iroquois County,40.824681,-87.586261
17077,IL,Jackson County,42.304727,-89.902075
17079,IL,Jasper County,42.304727,-89.902075
17081,IL,Jefferson County,38.44442,-88.403065
17083,IL,Jersey County,42.304727,-89.902075
17085,IL,Jo Daviess County,42.423694,-89.419636
17087,IL,Johnson County,42.304727,-89.902075
17089,IL,Kane County,39.188798,-90.31369
17091,IL,Kankakee County,41.122284,-87.876219
17093,IL,Kendall County,42.304727,-89.902075
17095,IL,Knox County,42.304727,-89.902075
17097,IL,Lake County,42.304727,-89.902075
17099,IL,LaSalle County,41.379424,-89.164846
17101,IL,Lawrence County,42.422134,-88.642878
17103,IL,Lee County,41.789702,-88.941361
17105,IL,Livingston County,38.973461,-89.764314
17107,IL,Logan County,37.95238,-88.844884
17109,IL,McDonough County,42.304727,-89.902075
17111,IL,McHenry County,42.318421,-88.444346
17113,IL,McLean County,40.351878,-89.264224
17115,IL,Macon County,39.764139,-89.04726
17117,IL,Macoupin County,42.304727,-89.902075
17119,IL,Madison County,38.684882,-90.171454
17121,IL,Marion County,37.717916,-88.944221
17123,IL,Marshall County,42.304727,-89.902075
17125,IL,Mason County,41.220372,-88.398878
17127,IL,Massac County,42.304727,-89.902075
17129,IL,Menard County,42.304727,-89.902075
17131,IL,Mercer County,42.304727,-89.902075
17133,IL,Monroe County,40.397762,-89.312383
17135,IL,Montgomery County,41.725787,-88.329179
17137,IL,Morgan County,42.304727,-89.902075
17139,IL,Moultrie County,42.304727,-89.902075
17141,IL,Ogle County,39.913297,-88.80312
17143,IL,Peoria County,41.323991,-89.129235
17145,IL,Perry County,41.329937,-89.105913
17147,IL,Piatt County,40.45118,-88.76415
17149,IL,Pike County,42.304727,-89.902075
17151,IL,Pope County,41.692012,-88.983547
17153,IL,Pulaski County,37.206396,-89.184794
17155,IL,Putnam County,42.304727,-89.902075
17157,IL,Randolph County,40.315611,-88.980125
17159,IL,Richland County,39.88889,-89.799032
17161,IL,Rock Island County,42.277522,-88.201012
17163,IL,St. Clair County,42.016116,-88.854356
17165,IL,Saline County,42.304727,-89.902075
17167,IL,Sangamon County,39.849525,-88.949706
17169,IL,Schuyler County,37.899654,-89.051947
17171,IL,Scott County,42.304727,-89.902075
17173,IL,Shelby County,42.304727,-89.902075
17175,IL,Stark County,40.927084,-89.753076
17177,IL,Stephenson County,42.304727,-89.902075
17179,IL,Tazewell County,42.304727,-89.902075
17181,IL,Union County,42.209686,-88.550248
17183,IL,Vermilion County,40.124449,-87.629959
17185,IL,Wabash County,42.31302,-89.899524
17187,IL,Warren County,42.496043,-89.991333
17189,IL,Washington County,40.694189,-89.47874
17191,IL,Wayne County,42.304727,-89.902075
17193,IL,White County,39.261153,-89.351739
17195,IL,Whiteside County,42.333946,-88.429948
17197,IL,Will County,42.342048,-89.942782
17199,IL,Williamson County,38.975921,-89.764344
17201,IL,Winnebago County,42.263888,-89.24134
17203,IL,Woodford County,42.31302,-89.899524
18001,IN,Adams County,39.482118,-86.355121
18003,IN,Allen County,38.759435,-85.398022
18005,IN,Bartholomew County,39.504323,-86.789094
18007,IN,Benton County,38.750689,-85.387369
18009,IN,Blackford County,39.504323,-86.789094
18011,IN,Boone County,38.717261,-86.471564
18013,IN,Brown County,40.656945,-84.948296
18015,IN,Carroll County,39.503295,-86.789102
18017,IN,Cass County,41.150735,-85.484397
18019,IN,Clark County,39.504323,-86.789094
18021,IN,Clay County,38.734552,-85.370759
18023,IN,Clinton County,39.623857,-87.451144
18025,IN,Crawford County,40.03881,-86.908699
18027,IN,Daviess County,39.510542,-86.799022
18029,IN,Dearborn County,39.504323,-86.789094
18031,IN,Decatur County,40.946305,-85.055144
18033,IN,DeKalb County,39.504323,-86.789094
18035,IN,Delaware County,39.147919,-85.207082
18037,IN,Dubois County,38.45583,-86.819716
18039,IN,Elkhart County,41.626699,-85.906668
18041,IN,Fayette County,39.504323,-86.789094
18043,IN,Floyd County,39.503295,-86.789102
18045,IN,Fountain County,40.2841,-87.249729
18047,IN,Franklin County,39.481719,-86.019639
18049,IN,Fulton County,39.513804,-86.794255
18051,IN,Gibson County,38.78205,-85.386107
18053,IN,Grant County,39.512739,-86.795644
18055,IN,Greene County,38.761854,-85.39096
18057,IN,Hamilton County,40.123096,-85.784978
18059,IN,Hancock County,39.504323,-86.789094
18061,IN,Harrison County,38.732496,-85.369773
18063,IN,Hendricks County,39.163198,-86.689002
18065,IN,Henry County,39.504323,-86.789094
18067,IN,Howard County,39.874894,-87.138599
18069,IN,Huntington County,39.503295,-86.789102
18071,IN,Jackson County,38.78205,-85.386107
18073,IN,Jasper County,39.504323,-86.789094
18075,IN,Jay County,39.503295,-86.789102
18077,IN,Jefferson County,38.29119,-85.74311
18079,IN,Jennings County,39.504323,-86.789094
18081,IN,Johnson County,38.766112,-85.396676
18083,IN,Knox County,39.503295,-86.789102
18085,IN,Kosciusko County,39.503295,-86.789102
18087,IN,LaGrange County,39.504323,-86.789094
18089,IN,Lake County,38.78205,-85.386107
18091,IN,LaPorte County,41.592515,-86.714148
18093,IN,Lawrence County,39.855064,-86.069127
18095,IN,Madison County,38.765803,-85.415947
18097,IN,Marion County,38.76039,-85.395387
18099,IN,Marshall County,39.816911,-87.199827
18101,IN,Martin County,37.967005,-87.722395
18103,IN,Miami County,39.503295,-86.789102
18105,IN,Monroe County,38.764298,-85.417149
18107,IN,Montgomery County,39.808175,-85.784042
18109,IN,Morgan County,38.78205,-85.386107
18111,IN,Newton County,38.78205,-85.386107
18113,IN,Noble County,39.504323,-86.789094
18115,IN,Ohio County,38.782283,-85.383128
18117,IN,Orange County,39.504323,-86.789094
18119,IN,Owen County,38.78205,-85.386107
18121,IN,Parke County,39.027841,-86.94731
18123,IN,Perry County,40.66948,-86.135294
18125,IN,Pike County,38.78205,-85.386107
18127,IN,Porter County,41.617368,-87.070962
18129,IN,Posey County,39.504323,-86.789094
18131,IN,Pulaski County,39.504323,-86.789094
18133,IN,Putnam County,39.503295,-86.789102
18135,IN,Randolph County,39.503295,-86.789102
18137,IN,Ripley County,39.504323,-86.789094
18139,IN,Rush County,39.503295,-86.789102
18141,IN,St. Joseph County,39.504323,-86.789094
18143,IN,Scott County,38.777501,-85.404893
18145,IN,Shelby County,41.194304,-87.34787
18147,IN,Spencer County,41.20082,-84.920609
18149,IN,Starke County,38.78205,-85.386107
18151,IN,Steuben County,39.503295,-86.789102
18153,IN,Sullivan County,38.204184,-87.110667
18155,IN,Switzerland County,39.504323,-86.789094
18157,IN,Tippecanoe County,39.503295,-86.789102
18159,IN,Tipton County,40.279547,-86.04451
18161,IN,Union County,38.78205,-85.386107
18163,IN,Vanderburgh County,39.504323,-86.789094
18165,IN,Vermillion County,39.504323,-86.789094
18167,IN,Vigo County,39.503295,-86.789102
18169,IN,Wabash County,40.797854,-85.820841
18171,IN,Warren County,40.743079,-85.444871
18173,IN,Warrick County,39.504323,-86.789094
18175,IN,Washington County,38.654896,-87.161823
18177,IN,Wayne County,39.504323,-86.789094
18179,IN,Wells County,38.765482,-85.409728
18181,IN,White County,38.765585,-85.401895
18183,IN,Whitley County,39.504323,-86.789094
19001,IA,Adair County,41.503301,-94.641202
19003,IA,Adams County,41.27319,-94.868061
19005,IA,Allamakee County,41.303177,-94.461014
19007,IA,Appanoose County,41.303191,-94.459548
19009,IA,Audubon County,41.500589,-94.63987
19011,IA,Benton County,41.292563,-94.565063
19013,IA,Black Hawk County,41.138968,-94.327768
19015,IA,Boone County,42.056564,-93.881632
19017,IA,Bremer County,42.725808,-92.492223
19019,IA,Buchanan County,40.672433,-94.721308
19021,IA,Buena Vista County,42.056564,-93.881632
19023,IA,Butler County,41.198636,-94.666297
19025,IA,Calhoun County,41.664113,-95.890059
19027,IA,Carroll County,42.097995,-94.936517
19029,IA,Cass County,41.483793,-94.50932
19031,IA,Cedar County,43.329084,-91.803702
19033,IA,Cerro Gordo County,41.305488,-94.460684
19035,IA,Cherokee County,42.673588,-95.305245
19037,IA,Chickasaw County,41.303177,-94.461014
19039,IA,Clarke County,41.251151,-94.765003
19041,IA,Clay County,41.350271,-93.520371
19043,IA,Clayton County,42.863315,-91.232879
19045,IA,Clinton County,42.189897,-93.005932
19047,IA,Crawford County,41.208478,-94.417459
19049,IA,Dallas County,41.529554,-94.009474
19051,IA,Davis County,40.98634,-94.734623
19053,IA,Decatur County,41.208478,-94.417459
19055,IA,Delaware County,42.502665,-90.68983
19057,IA,Des Moines County,41.590993,-93.615245
19059,IA,Dickinson County,41.303177,-94.461014
19061,IA,Dubuque County,42.543579,-90.679745
19063,IA,Emmet County,41.303191,-94.459548
19065,IA,Fayette County,43.06785,-91.93333
19067,IA,Floyd County,43.126089,-92.894902
19069,IA,Franklin County,40.667166,-91.508555
19071,IA,Fremont County,41.215869,-92.436858
19073,IA,Greene County,42.891942,-92.802762
19075,IA,Grundy County,41.024975,-94.181457
19077,IA,Guthrie County,41.208478,-94.417459
19079,IA,Hamilton County,42.52153,-93.255763
19081,IA,Hancock County,41.711054,-96.016714
19083,IA,Hardin County,43.080962,-91.484921
19085,IA,Harrison County,40.759948,-94.739007
19087,IA,Henry County,41.408079,-94.50935
19089,IA,Howard County,41.060947,-94.360881
19091,IA,Humboldt County,42.654316,-94.39271
19093,IA,Ida County,41.208478,-94.417459
19095,IA,Iowa County,41.305454,-94.480031
19097,IA,Jackson County,40.665169,-94.716146
19099,IA,Jasper County,41.303191,-94.459548
19101,IA,Jefferson County,40.818425,-93.959991
19103,IA,Johnson County,41.208478,-94.417459
19105,IA,Jones County,41.208478,-94.417459
19107,IA,Keokuk County,41.208478,-94.417459
19109,IA,Kossuth County,41.408079,-94.50935
19111,IA,Lee County,41.208478,-94.417459
19113,IA,Linn County,43.088603,-91.488863
19115,IA,Louisa County,41.502063,-92.680334
19117,IA,Lucas County,41.160705,-93.289752
19119,IA,Lyon County,41.208478,-94.417459
19121,IA,Madison County,40.853296,-94.192748
19123,IA,Mahaska County,41.208478,-94.417459
19125,IA,Marion County,42.032116,-91.610566
19127,IA,Marshall County,41.208478,-94.417459
19129,IA,Mills County,42.048107,-90.307172
19131,IA,Mitchell County,43.378474,-92.921627
19133,IA,Monona County,43.04445,-91.181085
19135,IA,Monroe County,41.517773,-93.101745
19137,IA,Montgomery County,40.900956,-95.118457
19139,IA,Muscatine County,41.356089,-91.12876
19141,IA,O'Brien County,41.360161,-94.681013
19143,IA,Osceola County,41.036355,-93.756338
19145,IA,Page County,41.050342,-94.36267
19147,IA,Palo Alto County,41.398955,-92.907585
19149,IA,Plymouth County,43.162925,-93.177932
19151,IA,Pocahontas County,41.303177,-94.461014
19153,IA,Polk County,40.669379,-94.71613
19155,IA,Pottawattamie County,41.303177,-94.461014
19157,IA,Poweshiek County,41.303177,-94.461014
19159,IA,Ringgold County,40.712935,-94.248455
19161,IA,Sac County,41.208478,-94.417459
19163,IA,Scott County,41.291621,-94.565142
19165,IA,Shelby County,41.638818,-95.333359
19167,IA,Sioux County,41.208478,-94.417459
19169,IA,Story County,43.329084,-91.803702
19171,IA,Tama County,41.971157,-92.581741
19173,IA,Taylor County,41.049195,-94.360844
19175,IA,Union County,42.259864,-93.006731
19177,IA,Van Buren County,41.199853,-94.146992
19179,IA,Wapello County,41.172053,-91.18837
19181,IA,Warren County,41.303177,-94.461014
19183,IA,Washington County,41.298389,-91.690402
19185,IA,Wayne County,41.208478,-94.417459
19187,IA,Webster County,42.460827,-93.81586
19189,IA,Winnebago County,41.303177,-94.461014
19191,IA,Winneshiek County,41.303177,-94.461014
19193,IA,Woodbury County,41.208478,-94.417459
19195,IA,Worth County,41.208478,-94.417459
19197,IA,Wright County,41.303177,-94.461014
20001,KS,Allen County,38.63682,-96.169527
20003,KS,Anderson County,38.865945,-96.49098
20005,KS,Atchison County,39.565044,-95.114181
20007,KS,Barber County,38.413692,-96.781356
20009,KS,Barton County,38.02221,-97.671579
20011,KS,Bourbon County,38.433167,-96.15281
20013,KS,Brown County,39.956995,-95.901952
20015,KS,Butler County,38.261457,-96.16474
20017,KS,Chase County,38.397614,-96.534431
20019,KS,Chautauqua County,37.023326,-96.175023
20021,KS,Cherokee County,38.428633,-96.194282
20023,KS,Cheyenne County,38.269114,-95.739272
20025,KS,Clark County,38.405087,-96.159911
20027,KS,Clay County,39.812236,-96.014322
20029,KS,Cloud County,39.408344,-97.474786
20031,KS,Coffey County,38.815562,-100.571853
20033,KS,Comanche County,38.428132,-96.193455
20035,KS,Cowley County,39.812236,-96.014322
20037,KS,Crawford County,38.680216,-98.110029
20039,KS,Decatur County,38.413692,-96.781356
20041,KS,Dickinson County,38.410575,-95.853232
20043,KS,Doniphan County,39.785682,-95.088335
20045,KS,Douglas County,37.685752,-97.141441
20047,KS,Edwards County,38.565163,-96.846241
20049,KS,Elk County,37.868411,-95.884827
20051,KS,Ellis County,38.768873,-99.559833
20053,KS,Ellsworth County,38.817139,-97.607057
20055,KS,Finney County,38.349477,-97.031151
20057,KS,Ford County,37.525839,-99.75851
20059,KS,Franklin County,38.520148,-95.958183
20061,KS,Geary County,38.413692,-96.781356
20063,KS,Gove County,38.815562,-100.571853
20065,KS,Graham County,38.769464,-99.022071
20067,KS,Grant County,38.346706,-97.027373
20069,KS,Gray County,39.095051,-95.792356
20071,KS,Greeley County,39.580829,-95.339663
20073,KS,Greenwood County,37.832878,-96.080128
20075,KS,Hamilton County,37.979979,-96.013182
20077,KS,Harper County,37.151644,-98.030112
20079,KS,Harvey County,38.413692,-96.781356
20081,KS,Haskell County,38.413692,-96.781356
20083,KS,Hodgeman County,38.413692,-96.781356
20085,KS,Jackson County,37.980432,-96.162343
20087,KS,Jefferson County,38.351293,-97.021964
20089,KS,Jewell County,39.868469,-98.301335
20091,KS,Johnson County,37.565902,-101.753517
20093,KS,Kearny County,38.347266,-97.005018
20095,KS,Kingman County,37.718412,-98.123894
20097,KS,Kiowa County,38.270525,-95.740459
20099,KS,Labette County,37.230215,-95.074207
20101,KS,Lane County,38.413692,-96.781356
20103,KS,Leavenworth County,39.316213,-94.94194
20105,KS,Lincoln County,38.929283,-98.011859
20107,KS,Linn County,39.76789,-95.249926
20109,KS,Logan County,39.662754,-99.566374
20111,KS,Lyon County,38.413692,-96.781356
20113,KS,McPherson County,38.654329,-96.492245
20115,KS,Marion County,38.242835,-96.928226
20117,KS,Marshall County,38.413692,-96.781356
20119,KS,Meade County,38.346969,-97.005085
20121,KS,Miami County,38.196483,-95.735596
20123,KS,Mitchell County,38.381468,-98.099781
20125,KS,Montgomery County,38.204026,-95.739217
20127,KS,Morris County,38.385014,-96.150405
20129,KS,Morton County,39.190311,-95.477419
20131,KS,Nemaha County,38.413692,-96.781356
20133,KS,Neosho County,38.194599,-95.735102
20135,KS,Ness County,38.413692,-96.781356
20137,KS,Norton County,39.828143,-99.887085
20139,KS,Osage County,38.519704,-95.956792
20141,KS,Osborne County,39.500039,-98.540964
20143,KS,Ottawa County,39.170653,-95.477069
20145,KS,Pawnee County,38.273998,-97.077019
20147,KS,Phillips County,38.413692,-96.781356
20149,KS,Pottawatomie County,38.433167,-96.15281
20151,KS,Pratt County,37.6233,-98.773122
20153,KS,Rawlins County,38.413692,-96.781356
20155,KS,Reno County,39.050153,-95.118622
20157,KS,Republic County,39.906559,-97.828959
20159,KS,Rice County,39.567534,-97.444057
20161,KS,Riley County,39.298938,-96.829791
20163,KS,Rooks County,37.284092,-93.252024
20165,KS,Rush County,38.413692,-96.781356
20167,KS,Russell County,38.696787,-98.782842
20169,KS,Saline County,38.576266,-97.675052
20171,KS,Scott County,38.793016,-96.778939
20173,KS,Sedgwick County,37.47645,-97.24483
20175,KS,Seward County,38.176235,-98.796061
20177,KS,Shawnee County,37.683654,-97.780234
20179,KS,Sheridan County,38.41872,-96.189825
20181,KS,Sherman County,38.352633,-97.016162
20183,KS,Smith County,38.565459,-96.84758
20185,KS,Stafford County,37.963211,-98.599671
20187,KS,Stanton County,38.553093,-95.055866
20189,KS,Stevens County,38.66352,-96.480204
20191,KS,Sumner County,38.413692,-96.781356
20193,KS,Thomas County,38.413692,-96.781356
20195,KS,Trego County,38.413692,-96.781356
20197,KS,Wabaunsee County,39.130241,-96.34281
20199,KS,Wallace County,38.770207,-97.854635
20201,KS,Washington County,39.822474,-97.055968
20203,KS,Wichita County,37.68976,-97.34066
20205,KS,Wilson County,37.983513,-96.010588
20207,KS,Woodson County,38.40616,-96.165315
20209,KS,Wyandotte County,38.433167,-96.15281
21001,KY,Adair County,37.300366,-86.643428
21003,KY,Allen County,36.650948,-87.433151
21005,KY,Anderson County,37.34072,-82.618044
21007,KY,Ballard County,36.694398,-87.470062
21009,KY,Barren County,36.662652,-87.417107
21011,KY,Bath County,37.300366,-86.643428
21013,KY,Bell County,36.662652,-87.417108
21015,KY,Boone County,37.565577,-84.296712
21017,KY,Bourbon County,37.050844,-84.62292
21019,KY,Boyd County,38.542006,-84.365153
21021,KY,Boyle County,36.662652,-87.417108
21023,KY,Bracken County,37.525812,-82.457939
21025,KY,Breathitt County,36.853957,-87.486057
21027,KY,Breckinridge County,36.785883,-87.948627
21029,KY,Bullitt County,37.021639,-86.756891
21031,KY,Butler County,38.750808,-84.38968
21033,KY,Caldwell County,37.650853,-84.765607
21035,KY,Calloway County,36.783111,-83.564272
21037,KY,Campbell County,37.315126,-85.371535
21039,KY,Carlisle County,38.179162,-84.027445
21041,KY,Carroll County,36.647058,-87.397255
21043,KY,Carter County,36.659684,-87.414569
21045,KY,Casey County,36.555491,-89.035947
21047,KY,Christian County,36.894566,-86.828566
21049,KY,Clark County,36.8357,-86.88835
21051,KY,Clay County,37.492255,-87.861435
21053,KY,Clinton County,38.191991,-84.26717
21055,KY,Crittenden County,38.793202,-84.609333
21057,KY,Cumberland County,36.796348,-85.071956
21059,KY,Daviess County,38.389392,-84.536076
21061,KY,Edmonson County,36.623661,-87.434777
21063,KY,Elliott County,36.781718,-86.657586
21065,KY,Estill County,37.53488,-82.629172
21067,KY,Fayette County,37.525812,-82.457939
21069,KY,Fleming County,38.961754,-84.542964
21071,KY,Floyd County,37.276379,-84.514179
21073,KY,Franklin County,38.439505,-85.051735
21075,KY,Fulton County,36.779176,-88.475935
21077,KY,Gallatin County,37.375332,-87.644605
21079,KY,Garrard County,36.623661,-87.434777
21081,KY,Grant County,36.963929,-84.514885
21083,KY,Graves County,36.623661,-87.434777
21085,KY,Grayson County,38.344369,-82.848388
21087,KY,Green County,38.17077,-83.438148
21089,KY,Greenup County,38.545677,-82.76062
21091,KY,Hancock County,36.875003,-87.463115
21093,KY,Hardin County,37.423448,-86.801918
21095,KY,Harlan County,36.841677,-83.322593
21097,KY,Harrison County,36.858075,-87.488889
21099,KY,Hart County,37.310589,-84.015779
21101,KY,Henderson County,37.787276,-87.610191
21103,KY,Henry County,36.689831,-87.170943
21105,KY,Hickman County,36.894566,-86.828566
21107,KY,Hopkins County,36.818754,-87.430852
21109,KY,Jackson County,36.843287,-87.53563
21111,KY,Jefferson County,38.204547,-85.73993
21113,KY,Jessamine County,36.810544,-87.153324
21115,KY,Johnson County,36.653793,-87.414281
21117,KY,Kenton County,38.667364,-84.3018
21119,KY,Knott County,37.132968,-85.651709
21121,KY,Knox County,36.649284,-87.418737
21123,KY,Larue County,38.386268,-84.293216
21125,KY,Laurel County,37.602993,-82.308194
21127,KY,Lawrence County,36.640171,-87.437225
21129,KY,Lee County,36.642254,-87.433113
21131,KY,Leslie County,36.789293,-85.411476
21133,KY,Letcher County,37.114371,-82.818171
21135,KY,Lewis County,36.885507,-88.77394
21137,KY,Lincoln County,38.225915,-85.621032
21139,KY,Livingston County,36.795743,-87.956076
21141,KY,Logan County,37.850466,-84.519106
21143,KY,Lyon County,37.297516,-86.64899
21145,KY,McCracken County,36.877117,-87.506074
21147,KY,McCreary County,36.810544,-87.153324
21149,KY,McLean County,36.86229,-87.477873
21151,KY,Madison County,36.863271,-87.83956
21153,KY,Magoffin County,36.623661,-87.434777
21155,KY,Marion County,37.219761,-88.141559
21157,KY,Marshall County,38.611347,-83.80782
21159,KY,Martin County,37.561083,-82.762827
21161,KY,Mason County,39.091251,-84.5385
21163,KY,Meade County,37.503539,-82.495587
21165,KY,Menifee County,36.810544,-87.153324
21167,KY,Mercer County,36.810544,-87.153324
21169,KY,Metcalfe County,36.876086,-87.479636
21171,KY,Monroe County,36.648461,-87.417701
21173,KY,Montgomery County,36.860642,-87.838884
21175,KY,Morgan County,39.077306,-84.532507
21177,KY,Muhlenberg County,36.810544,-87.153324
21179,KY,Nelson County,37.301711,-87.259872
21181,KY,Nicholas County,37.082673,-88.397171
21183,KY,Ohio County,37.301045,-82.339765
21185,KY,Oldham County,38.397404,-85.619777
21187,KY,Owen County,36.84378,-86.889838
21189,KY,Owsley County,36.623661,-87.434777
21191,KY,Pendleton County,38.462413,-85.306912
21193,KY,Perry County,36.864633,-87.837791
21195,KY,Pike County,37.525812,-82.457939
21197,KY,Powell County,36.935055,-87.351992
21199,KY,Pulaski County,37.085096,-84.612029
21201,KY,Robertson County,37.707186,-87.472802
21203,KY,Rockcastle County,36.835198,-86.803266
21205,KY,Rowan County,36.988223,-85.068196
21207,KY,Russell County,38.543084,-82.744476
21209,KY,Scott County,36.842315,-87.539554
21211,KY,Shelby County,36.858021,-87.823019
21213,KY,Simpson County,38.229763,-85.358251
21215,KY,Spencer County,36.65846,-87.417831
21217,KY,Taylor County,37.056416,-88.651394
21219,KY,Todd County,36.676897,-86.952046
21221,KY,Trigg County,36.987074,-85.916015
21223,KY,Trimble County,36.847865,-87.496575
21225,KY,Union County,38.959984,-84.6822
21227,KY,Warren County,36.820609,-86.854793
21229,KY,Washington County,36.659754,-87.406764
21231,KY,Wayne County,36.850593,-87.51883
21233,KY,Webster County,37.889686,-86.339963
21235,KY,Whitley County,37.029254,-84.946216
21237,KY,Wolfe County,38.372147,-83.088965
21239,KY,Woodford County,36.623661,-87.434777
22001,LA,Acadia Parish,30.29053,-92.41198
22003,LA,Allen Parish,31.657165,-93.075322
22005,LA,Ascension Parish,30.20354,-90.91129
22007,LA,Assumption Parish,29.90077,-91.06259
22009,LA,Avoyelles Parish,31.07624,-92.00138
22011,LA,Beauregard Parish,30.64847,-93.34334
22013,LA,Bienville Parish,32.159829,-92.977459
22015,LA,Bossier Parish,32.67899,-93.605
22017,LA,Caddo Parish,31.636869,-91.858919
22019,LA,Calcasieu Parish,31.225617,-93.101389
22021,LA,Caldwell Parish,32.09227,-92.11661
22023,LA,Cameron Parish,29.760285,-93.577331
22025,LA,Catahoula Parish,30.210624,-91.702885
22027,LA,Claiborne Parish,32.517959,-92.13526
22029,LA,Concordia Parish,32.52303,-92.082039
22031,LA,De Soto Parish,30.235874,-92.180689
22033,LA,East Baton Rouge Parish,30.481755,-91.165701
22035,LA,East Carroll Parish,29.815766,-93.080091
22037,LA,East Feliciana Parish,30.84507,-91.04554
22039,LA,Evangeline Parish,30.24661,-92.60034
22041,LA,Franklin Parish,30.384855,-90.035702
22043,LA,Grant Parish,30.617618,-92.058528
22045,LA,Iberia Parish,29.51353,-91.83964
22047,LA,Iberville Parish,30.295494,-91.121017
22049,LA,Jackson Parish,32.30203,-92.55774
22051,LA,Jefferson Parish,29.968292,-90.166519
22053,LA,Jefferson Davis Parish,30.001157,-91.843365
22055,LA,Lafayette Parish,30.230542,-92.020811
22057,LA,Lafourche Parish,29.797446,-90.824854
22059,LA,LaSalle Parish,34.05223,-118.24368
22061,LA,Lincoln Parish,32.60164,-92.66482
22063,LA,Livingston Parish,30.660418,-91.175129
22065,LA,Madison Parish,32.3644,-91.24258
22067,LA,Morehouse Parish,32.82022,-91.8018
22069,LA,Natchitoches Parish,31.669316,-93.046882
22071,LA,Orleans Parish,30.06864,-89.92813
22073,LA,Ouachita Parish,32.47831,-92.15487
22075,LA,Plaquemines Parish,30.290675,-91.233758
22077,LA,Pointe Coupee Parish,30.7094,-91.60079
22079,LA,Rapides Parish,31.739782,-93.083333
22081,LA,Red River Parish,32.09315,-93.33988
22083,LA,Richland Parish,32.41779,-91.76349
22085,LA,Sabine Parish,31.56401,-93.5547
22087,LA,St. Bernard Parish,29.90473,-89.30413
22089,LA,St. Charles Parish,29.90553,-90.35822
22091,LA,St. Helena Parish,31.270481,-92.447554
22093,LA,St. James Parish,30.0263,-90.79632
22095,LA,St. John the Baptist Parish,30.505382,-90.533444
22097,LA,St. Landry Parish,31.146458,-92.847997
22099,LA,St. Martin Parish,31.971065,-93.18746
22101,LA,St. Mary Parish,30.222989,-92.267493
22103,LA,St. Tammany Parish,30.40875,-89.95393
22105,LA,Tangipahoa Parish,30.881481,-90.517029
22107,LA,Tensas Parish,32.00166,-91.34007
22109,LA,Terrebonne Parish,32.556789,-92.16682
22111,LA,Union Parish,30.28644,-91.239866
22113,LA,Vermilion Parish,29.80939,-92.30428
22115,LA,Vernon Parish,32.525169,-92.634074
22117,LA,Washington Parish,30.613516,-92.059002
22119,LA,Webster Parish,32.71345,-93.33498
22121,LA,West Baton Rouge Parish,30.481755,-91.165701
22123,LA,West Carroll Parish,29.815766,-93.080091
22125,LA,West Feliciana Parish,29.700483,-90.626084
22127,LA,Winn Parish,31.94425,-92.63677
23001,ME,Androscoggin County,44.16585,-70.20644
23003,ME,Aroostook County,46.65881,-68.59889
23005,ME,Cumberland County,43.793177,-70.251843
23007,ME,Franklin County,44.586106,-68.253722
23009,ME,Hancock County,44.534951,-68.365932
23011,ME,Kennebec County,44.691893,-67.466312
23013,ME,Knox County,44.0273,-69.01555
23015,ME,Lincoln County,45.364654,-68.499898
23017,ME,Oxford County,44.49977,-70.75657
23019,ME,Penobscot County,44.466767,-68.709637
23021,ME,Piscataquis County,45.83736,-69.28452
23023,ME,Sagadahoc County,43.91173,-69.83931
23025,ME,Somerset County,45.51385,-69.95882
23027,ME,Waldo County,44.480683,-69.135019
23029,ME,Washington County,44.251241,-69.342461
23031,ME,York County,43.149927,-70.662461
24001,MD,Allegany County,39.651705,-78.773358
24003,MD,Anne Arundel County,39.232689,-76.615395
24005,MD,Baltimore County,39.242899,-76.631131
24009,MD,Calvert County,38.469308,-76.479326
24011,MD,Caroline County,39.389071,-79.468159
